ID_Zindi,GT_NO2
ID_U5WPHP,70.97435
ID_380H7O,61.77198
ID_9J0SDU,54.766632
ID_AJ3XXY,73.74924
ID_P89XNE,79.015724
ID_RZ2XF4,83.211296
ID_UX114U,67.53386
ID_8RV42R,84.14164
ID_5VJL5N,73.52077
ID_9PWE2N,63.164757
ID_XGMDRY,66.70319
ID_VB1LGM,81.21801
ID_1GKYOS,59.894592
ID_WHJZDT,60.203407
ID_4QSMAQ,61.005394
ID_L7B5ZY,52.663116
ID_88WB3J,77.30876
ID_G0B9R1,2.839899
ID_HEHFYZ,78.279396
ID_U4MH6V,31.462742
ID_1TBLHY,16.431124
ID_EFNXPP,55.994926
ID_KQOP09,62.2353
ID_XDQZBU,32.22562
ID_5OFLXB,30.20475
ID_6DMT73,42.7977
ID_HCNU75,39.85093
ID_9IZ1F3,39.907753
ID_P85NVK,45.534798
ID_FQXMS7,70.91597
ID_XBQE3E,37.170914
ID_AVZR1W,52.72281
ID_XSS3NL,65.71836
ID_00CN88,46.22972
ID_P2F1Y0,32.85484
ID_D3HAGW,-44.558144
ID_5NGNZ7,20.598959
ID_FZ08P6,15.507959
ID_8T5VQQ,31.73043
ID_SYLIJC,12.189661
ID_PMINX4,0.25637245
ID_9ZTLNW,94.05385
ID_H4WXYP,55.30694
ID_FLBV3R,77.97301
ID_PE422R,51.15136
ID_1AI88B,61.79087
ID_QMXZFN,62.7266
ID_XC2DIG,79.16834
ID_SE251I,18.940496
ID_UUGCEI,98.76976
ID_TD5E6W,48.68936
ID_CYN3T0,52.582314
ID_0EAGHS,31.83008
ID_YB1WQM,74.82942
ID_YMWXTO,27.10212
ID_HH0TRT,49.009155
ID_KOPCMZ,63.893883
ID_NTHF58,42.601627
ID_3Z4ZA8,40.595078
ID_6NNBCG,129.64227
ID_QDK3CW,32.95707
ID_S0YUCU,45.096886
ID_1SR64A,50.5466
ID_S1IZGI,54.62687
ID_2Z04F4,42.037895
ID_QGOZ4I,172.15813
ID_6VNA2H,34.30456
ID_JYRSLO,16.390142
ID_NCX04P,43.79294
ID_9ATM6M,71.09178
ID_T5U6UI,23.781792
ID_JP6T7H,52.25544
ID_T07JZ4,48.12065
ID_X749KY,40.602142
ID_MSDJGP,50.795662
ID_D8FVLH,72.46262
ID_T07YFP,23.774221
ID_YO32FZ,7.3123493
ID_HHUWFL,37.283836
ID_T1S7BP,23.45188
ID_DE8254,52.39659
ID_J4CTFY,-32.37474
ID_7P55AK,-56.934402
ID_8DWBTG,64.57592
ID_DV6XYR,48.751762
ID_EOO9GF,47.952087
ID_DGYDFM,31.557882
ID_LXT08Q,52.55674
ID_I3UIJP,48.462708
ID_3XXPD0,89.2872
ID_LRVNMJ,44.809135
ID_KVE67K,65.70866
ID_BT18EV,41.223045
ID_3S1MU2,43.66263
ID_EVF4WN,43.655396
ID_9OF8WC,49.350967
ID_8TKMQ6,94.550606
ID_KYZ9TF,80.04638
ID_NX3B0L,7.5583324
ID_81RDIA,18.41571
ID_CWS65L,39.620644
ID_Y2H333,2.3231964
ID_TNUM0G,-39.082664
ID_ECJ8SN,-123.39083
ID_21Y3C6,-137.5195
ID_4ZWMDG,-31.347338
ID_ATGLAK,71.63067
ID_C6PAF8,40.993378
ID_BNLZ96,43.19699
ID_LGXDIK,84.7229
ID_QGJBYK,33.98262
ID_I0SIZ6,54.271355
ID_JG5DXI,30.107882
ID_OWNXVF,163.68713
ID_QZYMKE,44.855118
ID_DCEEFG,40.619225
ID_36SC85,34.451893
ID_N87PHJ,5.0551815
ID_VWF9MC,28.054735
ID_BI3S7X,76.75922
ID_MA976Y,41.60417
ID_S4NSDD,43.56617
ID_TDNCNR,45.75107
ID_MHYI7B,31.361221
ID_K48DE9,24.735859
ID_KM07I8,75.12955
ID_GP48RE,32.82388
ID_ZOPA46,39.204994
ID_D8JB4T,28.863098
ID_41EDI7,29.805616
ID_SNVU47,29.58322
ID_7FKO62,111.83162
ID_S5VX6I,46.862663
ID_KNCLXN,44.305916
ID_A4BATZ,51.859863
ID_J03MV3,58.637405
ID_P9OE4S,32.479584
ID_Q1PRBG,55.53164
ID_Q10V8C,117.87608
ID_NOATDU,71.93913
ID_W5SLZU,-12.227087
ID_T2DXWM,24.515255
ID_M0NZ6D,24.32911
ID_5140O6,114.83721
ID_038M7Y,90.79762
ID_0S0373,-11.283541
ID_VWD7DI,49.32551
ID_SJYCEE,60.59182
ID_25G64C,68.71373
ID_PNVJI8,78.36224
ID_NE1XAV,72.48056
ID_NYUAMY,74.50266
ID_247EAN,55.77404
ID_UG1YXH,43.27926
ID_HUFCGC,51.166534
ID_61P0M3,10.135441
ID_PTT5EI,6.0784473
ID_L1W3E6,39.769142
ID_1QC8JE,15.058886
ID_I2XJEM,96.74454
ID_LCNYYS,137.48038
ID_TVIRIR,-28.59735
ID_UEQFZ8,-20.088049
ID_S3A60D,64.21173
ID_CQIE63,70.53729
ID_XVY9B0,-14.684393
ID_D7SJMQ,8.176952
ID_XFZUUP,22.01998
ID_324AL4,32.277103
ID_JEAV4L,38.331314
ID_JPAMP0,28.041271
ID_RW4P5I,41.338173
ID_EVIRS5,49.467854
ID_MDXA9Q,87.45504
ID_UQPAHX,28.679188
ID_6NS4HK,44.391308
ID_ETMQAQ,24.135462
ID_ZQ74RN,32.878937
ID_5GPXQS,16.21733
ID_MK8DH6,31.594778
ID_RUQ637,69.84885
ID_MX89OU,34.559418
ID_ZGRGPB,59.80049
ID_H0BEQ5,40.804028
ID_7OJN63,22.917564
ID_JULFW2,61.05076
ID_NPV89T,69.17138
ID_7Z5XLJ,55.676857
ID_HO2XW1,61.337486
ID_FOAV7R,27.882149
ID_L7XK3R,32.897194
ID_VMWD8H,73.84879
ID_EP0X8Z,57.2563
ID_1CZMIF,69.561104
ID_H0KT7Y,60.998848
ID_S5FE8D,48.62397
ID_TDRGQG,32.12195
ID_4YA7II,31.231628
ID_IIARPJ,48.476105
ID_978KS8,48.44555
ID_G0L3TY,47.255547
ID_WT4UP1,35.58336
ID_UCX4TL,29.472279
ID_KA40IE,41.76214
ID_EO8K7Q,19.014393
ID_YBXQ2E,31.236681
ID_UPQ1DL,28.540049
ID_TBVSX7,38.71763
ID_1F2XZ9,36.96373
ID_2KTZ7A,-5.0209484
ID_OTH1N0,-6.28747
ID_S6O2TF,41.91326
ID_Z80DW5,34.369022
ID_1S4OUT,25.174625
ID_NAMF64,31.672787
ID_LOUSFV,59.78112
ID_1L4KQQ,19.966976
ID_UE5EPK,29.863365
ID_A2P6UT,35.831512
ID_W4PTZC,31.883556
ID_S3HEJJ,40.361603
ID_CRPQI5,40.194496
ID_JI0TQF,50.489456
ID_NDQMUX,40.260563
ID_ZBDJC0,55.119156
ID_ZNRSZD,34.507195
ID_IJE3DD,28.670544
ID_HLQ59C,65.39968
ID_VEAY7H,36.831482
ID_XHZK2N,43.087376
ID_JBKVWN,32.654137
ID_VVSUM6,31.281706
ID_P3BTR4,31.788876
ID_0LY60G,41.705727
ID_MVAKMI,37.28057
ID_ZHRNAF,42.23916
ID_5174TF,32.964664
ID_C9NZN5,38.200912
ID_AQNLKL,41.497948
ID_P34AJH,50.39966
ID_53HJ67,29.983467
ID_K4SMGL,45.2658
ID_QZ4U6E,35.569496
ID_DDDDUB,33.586765
ID_HZMVSP,41.64376
ID_XZ18FI,34.9057
ID_Q71T8F,31.923885
ID_DZEGKM,45.882957
ID_JR779G,33.67491
ID_OMQRZK,40.90252
ID_FDAEGL,34.260967
ID_MRRH9D,41.318314
ID_XVCFFS,30.371078
ID_INCWWP,22.050396
ID_QKRGQG,33.247845
ID_2G9C82,31.19488
ID_Q53E6Y,27.486753
ID_Q89KDG,62.741425
ID_8VZW93,33.060547
ID_PFIDOF,27.775036
ID_KQIGTZ,71.592476
ID_KALW2V,41.834347
ID_5LYCDN,11.095024
ID_EX8PI8,89.17555
ID_7I83IQ,10.7265415
ID_UG3ARU,15.73712
ID_UTI7DO,46.269615
ID_YAXOE9,31.642538
ID_YN8P79,46.771744
ID_L7HEUA,23.439299
ID_X0N8FY,10.156174
ID_2HBJBO,26.65749
ID_ST5AOS,21.617056
ID_PT26S4,13.147258
ID_4KLJ90,30.09557
ID_W94VQ2,20.88145
ID_K33HNY,15.392242
ID_82QZML,27.70977
ID_3GHNFU,15.290559
ID_5MFSCN,6.4176083
ID_MYKP1L,13.1866255
ID_6FMKFQ,29.553852
ID_WK1FEM,12.278926
ID_7S5FLZ,9.714597
ID_A9G1II,10.799203
ID_83HR4E,13.877901
ID_1DQK7T,23.416916
ID_Z5YFNE,44.540726
ID_UNWYBW,18.235155
ID_FHZZU4,45.579514
ID_M6PUST,0.6612797
ID_QY88ZS,8.833598
ID_NCXQ9U,7.7447424
ID_YPBND4,21.27063
ID_M7YU6D,13.966289
ID_NPM9AM,20.946825
ID_NZTYY2,11.106844
ID_MZAE2S,21.543074
ID_15YF13,23.742872
ID_4M34NR,54.982147
ID_YD6TMV,36.92971
ID_7UFHBE,42.379036
ID_OIZS1J,28.721857
ID_PSWMYX,37.523994
ID_G8ETQ9,47.531456
ID_K28TLU,36.60919
ID_QEWLHQ,-7.148283
ID_G98K1F,32.01882
ID_QTY7YG,12.258966
ID_SR51RQ,44.506462
ID_KQX2AK,68.87491
ID_RCLAZD,20.98239
ID_K0T9NJ,12.955
ID_BWL67Z,11.865192
ID_XVXYDR,16.037191
ID_WSMS0X,16.188541
ID_47EFN5,24.821945
ID_99UFQE,38.71218
ID_YKSCOS,27.542088
ID_RBF418,32.118248
ID_509TII,34.355442
ID_D2LGCZ,3.0043468
ID_ZM6HBY,10.122927
ID_JX5DMM,15.754975
ID_BAO3X8,12.22114
ID_79CPNH,12.998312
ID_DGCKYW,3.3029842
ID_GZVNBV,64.99883
ID_R4DSE7,60.731804
ID_2G0QE0,55.221413
ID_K08ADC,30.171618
ID_UGZRQL,35.76033
ID_WHH6GX,44.74919
ID_Y9XB75,-0.0050182343
ID_G0JOEK,13.11615
ID_RRNVRK,8.108545
ID_F6MTWF,13.274414
ID_C8XK9E,13.038441
ID_6GPVA3,11.746737
ID_0H3AE4,43.951523
ID_H7K3RP,4.809904
ID_QZV21B,8.757521
ID_CCN2YU,16.56266
ID_5Q9B3L,15.180092
ID_YLYJ1R,12.481606
ID_4MEC2J,-18.734434
ID_Q9R96R,20.617533
ID_MTZPFL,0.2605114
ID_2166R5,-1.1200581
ID_W2C6RS,14.24257
ID_8MP754,-1.8498974
ID_9BYNB5,9.595358
ID_AY1EHH,21.344757
ID_8RGWPB,14.110189
ID_QWDS00,17.489265
ID_WIVDL1,20.16169
ID_RI4FEW,24.73243
ID_SOBGNW,49.835297
ID_7DH3T7,21.831188
ID_C525SV,27.361237
ID_P829HJ,17.95738
ID_CI0CYI,21.941505
ID_Z243IO,43.719734
ID_QPO40Y,16.746035
ID_CVD882,22.345455
ID_G9EFH0,4.1492214
ID_7SF50A,-1.9073238
ID_Q5MJ3K,17.806698
ID_EVKRY5,19.073755
ID_Y3ONDC,32.53505
ID_221Q1R,18.277544
ID_MCS1KG,8.815981
ID_X2GIFM,-3.937971
ID_E7UV6J,-8.313356
ID_X8LQ8N,-1.2495747
ID_59D9DY,20.254356
ID_5YIFLC,21.664795
ID_HYN2KA,21.208328
ID_2ORHDJ,12.99281
ID_G584GZ,14.591966
ID_5SFSBX,19.957771
ID_EP4MGO,10.071009
ID_B4H56Q,10.052719
ID_UIHDQT,26.393417
ID_X9Y0OH,8.10877
ID_2778DB,12.644039
ID_RM566K,16.434155
ID_30HB31,-3.0647602
ID_WQ5K4A,6.7829037
ID_PK3DTP,14.620129
ID_M1U1NP,19.66255
ID_KLJQ88,16.116697
ID_M5P7S3,8.207266
ID_BCF8DQ,13.713527
ID_IWNF6E,11.002514
ID_9QDVMN,30.631924
ID_3LX1CS,15.912761
ID_CBBMVA,19.68755
ID_TSFL57,33.377346
ID_12I2Z7,21.601156
ID_P4JYWT,15.530092
ID_YHCGHQ,31.301691
ID_XTAD5E,14.85734
ID_GWAV8L,16.924877
ID_RG9JJ4,17.112818
ID_E1NRPA,15.188282
ID_FVAYNZ,2.580286
ID_NTDJYO,17.695452
ID_ARUEYC,16.589653
ID_DMQ72Z,15.12454
ID_MJALQB,12.709409
ID_4FJ71T,9.632023
ID_ELL4JI,12.206718
ID_8MANF7,32.212017
ID_6IOCXQ,12.898516
ID_PACDCW,7.738529
ID_5RWQG8,10.778944
ID_2NK3IK,25.099838
ID_NVKGQF,16.652134
ID_4QXX8D,10.5220585
ID_7FSAWH,11.600649
ID_X0RUYV,17.496506
ID_V9IH1A,11.114156
ID_2XVW2L,-3.3756046
ID_SAX6L4,3.1490688
ID_2J1A3L,21.559742
ID_FTD7TU,4.8564663
ID_CZUH6D,5.211893
ID_90QFCI,6.4350605
ID_DANDJJ,26.357595
ID_6ZS1ND,17.944527
ID_LQQ0LI,19.522438
ID_LY3XLW,1.4626751
ID_J90MNK,5.115835
ID_37A8D9,10.667884
ID_DX2E7V,3.4234314
ID_VHZT5P,8.609409
ID_RLWVLJ,8.719902
ID_U6RLZ3,2.3908787
ID_K2N88C,10.531338
ID_H9XSVK,5.948929
ID_MY2FXC,17.772625
ID_UECN3X,5.026655
ID_4CR27X,20.443619
ID_QQP07W,17.277239
ID_46B2J5,15.606696
ID_7OPBNS,17.677288
ID_5MHP0P,15.154439
ID_TOQFWE,4.652256
ID_MKA83X,20.43175
ID_VMWXAV,20.348867
ID_DY8UCA,15.905876
ID_TRBO4H,14.336218
ID_MJ6PWA,8.140499
ID_CPDUIN,8.240572
ID_MZYN25,36.779877
ID_QV0W7C,7.529745
ID_IH4JKD,1.417675
ID_IW3P4H,11.428347
ID_LFUHDH,9.402217
ID_M1KQR1,11.641828
ID_JAP6E1,26.28065
ID_IGK4KZ,1.4136677
ID_RBTPQ7,8.909058
ID_G56LOX,9.13094
ID_Q402M3,-1.5699329
ID_ETZXQY,13.31681
ID_FTASVM,6.5461054
ID_UWT83U,7.5462046
ID_SW6R6G,7.3286333
ID_NCLKPC,6.4845705
ID_XYGIM6,20.117191
ID_TFKMLD,26.834324
ID_4JKVJA,-18.067823
ID_HDN68J,-25.509893
ID_16M0UF,-4.4766216
ID_4RA57J,14.546347
ID_FHYYYU,6.7526503
ID_MIJVTX,17.354845
ID_I4VJW3,7.26165
ID_626RCM,15.101623
ID_KXQ2G9,9.836165
ID_2VOXM5,16.969496
ID_YK8I3Q,33.77378
ID_PK9M3P,37.122963
ID_PZEBRO,4.095007
ID_B4K87E,9.88851
ID_8UH2HZ,14.050169
ID_VIR0G9,27.310255
ID_9GX3MO,22.534842
ID_PZTBU6,23.95238
ID_PII2GM,-11.932062
ID_9QTH9P,-16.563005
ID_52D2MQ,9.514166
ID_E2Z4KX,10.935816
ID_M4OO1H,9.33514
ID_37UGSM,14.693647
ID_A06WV0,20.794424
ID_6DIRM8,20.215508
ID_WIDYRD,13.080273
ID_S5U3BT,11.4873295
ID_8NFDSB,25.142866
ID_UFMCCE,27.393215
ID_U3CMYF,39.578026
ID_3EED8P,21.94669
ID_KV0XYZ,24.62334
ID_9AGX2V,27.796032
ID_HBEC1N,4.7750416
ID_Y4133N,9.737291
ID_C4GJ41,20.1267
ID_813R0M,14.612967
ID_6YZYAA,15.762653
ID_VF1Z75,11.195423
ID_EJPF7V,35.73829
ID_DGL0O2,44.975967
ID_TRV5LL,44.84783
ID_84YP3T,40.829712
ID_HQH0UX,43.203262
ID_ZJ342F,51.80658
ID_OBMILN,10.899967
ID_HX4LLT,14.34407
ID_8GN13B,25.396069
ID_5HIGDK,8.241976
ID_PDNSF6,14.551636
ID_M30885,10.19253
ID_IY3TU8,18.526323
ID_JI14KM,22.292303
ID_BVWCPG,8.454872
ID_VR79CZ,15.5355835
ID_BN5OXD,19.063932
ID_84AOZA,11.160473
ID_335FRK,-0.86385345
ID_8F3PRY,10.602297
ID_XEUK32,1.1330929
ID_56025P,-18.704084
ID_WZJVWF,0.7849636
ID_9L6W70,0.84946823
ID_E7FTWA,12.436155
ID_ERTZH1,26.255491
ID_CLQBG8,16.256464
ID_ZQWAK9,15.724722
ID_8KIURL,10.840975
ID_F8EVAA,5.9979877
ID_XEXZ1A,17.563591
ID_QWF4IH,20.158022
ID_BJSWLH,23.87876
ID_GMZXKH,20.698055
ID_XBFUNA,-0.7139683
ID_QYSVDS,11.650229
ID_VBG7AY,0.08098793
ID_NHG86V,5.735359
ID_BXL7N1,11.981062
ID_PEYN8S,10.293358
ID_6I72F4,11.60204
ID_TLRHC3,13.242391
ID_ZQDCNF,3.6859684
ID_22I6OZ,5.644415
ID_JIRMNR,-0.7251072
ID_B5YS6R,16.073147
ID_Q9JBB9,19.139572
ID_WA1899,3.0700016
ID_4TGY6C,11.529521
ID_FW20LA,12.405978
ID_J0YT53,4.1048756
ID_NTX5PM,2.080183
ID_JD40IC,5.3793087
ID_UAAHI4,10.333518
ID_XFW5TC,11.597227
ID_CPBAH5,11.762272
ID_VQCH6O,9.523285
ID_SIXO36,8.163626
ID_9ZET4Z,10.848704
ID_BQR445,11.547701
ID_PT5LM0,5.749237
ID_J44861,0.20691109
ID_R1OI1Y,5.573454
ID_G9U1EJ,7.793001
ID_LUQRJD,5.627516
ID_7N84IO,8.665148
ID_OJ2M9S,4.146494
ID_BGB7J9,-5.1576405
ID_WMPHSV,24.234116
ID_QUCDX0,16.223923
ID_5SABBF,16.485115
ID_CV2LE7,4.4637356
ID_YTSXBK,23.994764
ID_6TZ89W,23.432016
ID_F9X224,5.6383343
ID_3QXTIG,4.9559994
ID_SBBCAP,10.581221
ID_DF15W1,13.262045
ID_1SZ8EA,15.776833
ID_W09R2F,-0.54138374
ID_SCY5WV,-5.8089333
ID_RJZ2JM,6.5127
ID_ASLZSR,6.179776
ID_IOZLNJ,4.6979046
ID_1SKJ6M,11.224136
ID_N4HX23,10.055809
ID_JS1J91,2.4314098
ID_ETF3UF,8.00795
ID_NYGSMO,22.76812
ID_ZEYLWR,5.1570435
ID_RPUFYO,11.416473
ID_ZES4IU,11.991698
ID_DRDC3H,34.315247
ID_NNAI9Y,20.031532
ID_CNNLOE,18.48807
ID_7R7205,5.8832073
ID_1HJROT,-2.254633
ID_3JG8UI,-5.760107
ID_UWM54P,-11.427748
ID_AIF5Q9,2.8297138
ID_Q3NUT4,0.7470608
ID_BQJ81G,-0.85549736
ID_PY0VNE,7.9871855
ID_J04LSN,3.092104
ID_C4RZCT,11.461993
ID_PWGDB1,9.871647
ID_CWIGFX,5.856159
ID_E2XSA9,-0.6210308
ID_YITO6M,4.5718575
ID_NZO2V4,-1.4327259
ID_7WN7W4,-2.895319
ID_JYNTZU,-3.4206524
ID_FJM2SQ,-4.5402546
ID_UC78K8,-13.303385
ID_9153LG,11.63429
ID_VFB452,1.0014286
ID_VOB7Q3,10.183432
ID_PFIGUU,18.17834
ID_LHT1MU,13.062946
ID_Y35MPV,11.810165
ID_0735X4,-9.854273
ID_9VQICP,-1.0965633
ID_BYTMQ3,5.4351635
ID_5F4JDS,11.319634
ID_MT3U6J,8.311136
ID_538DSF,8.710362
ID_DLL7M9,-3.976118
ID_6UAJ3Y,5.213516
ID_LYOD4X,17.739052
ID_H5OB1I,12.091925
ID_61CG30,7.817934
ID_7W9ON5,14.449455
ID_YBJT3Q,27.761023
ID_QKR37H,21.134495
ID_M61PT7,-6.856348
ID_LXEF76,0.8286991
ID_5VPYRE,3.6239262
ID_Y7AHZF,12.433966
ID_J9Q7CT,-1.547018
ID_74OB4A,5.161804
ID_KUUZUU,10.618362
ID_0JWXSH,17.158436
ID_OES29H,12.76162
ID_NIL5Z9,14.028191
ID_WOFJKR,13.716621
ID_9ALMX4,23.248114
ID_049GOO,8.018083
ID_XUGZZ3,-0.058584213
ID_Z10HI7,10.175653
ID_XGMZY4,4.0442543
ID_2ZFBPG,16.84768
ID_EAXTC6,15.974193
ID_QT2T5E,20.732788
ID_JMORTU,4.7642727
ID_053FX5,12.768902
ID_V8XX8C,24.197866
ID_914DUY,-5.151346
ID_U1NEGL,-5.184454
ID_XMPWKP,6.977277
ID_1I9L04,2.114233
ID_0M2QHV,7.864791
ID_KITA52,8.9295
ID_KCSACO,11.207955
ID_02B9VP,3.316782
ID_1343OT,1.0871487
ID_0WZYQT,7.2391577
ID_DDIDHB,7.2261953
ID_5JKHQ7,12.921675
ID_MHBYE0,56.045227
ID_5PYLRE,41.621452
ID_1YD0R5,21.764194
ID_RPCAXO,27.532597
ID_3GAKSD,28.510822
ID_TVJT8O,29.934437
ID_MZI6XA,2.443222
ID_I9GDTH,3.7416
ID_T4K6W5,-9.053402
ID_8IYB3Y,1.0683556
ID_8YQ2UD,17.50253
ID_SOYB1Y,11.762044
ID_TFVK4S,53.81166
ID_TNG9N9,51.688995
ID_7EJSOR,57.345207
ID_XFTSFR,30.926355
ID_CCY0V0,34.514347
ID_JSEQ8Q,41.606583
ID_L5H68C,2.0807228
ID_GAAX83,3.9738235
ID_WPM54L,16.406542
ID_JNA4T9,14.331476
ID_M232IE,16.01934
ID_WPRX1R,5.2093716
ID_XERMI1,8.031307
ID_P2WV3O,12.552889
ID_6W1AH4,9.605539
ID_1YT6MU,21.437824
ID_BQK1M3,10.919813
ID_WYM79Z,12.270887
ID_E6K909,10.51632
ID_64A9OC,-2.1385078
ID_DE96QJ,-0.96071243
ID_M032TY,-0.8020668
ID_OGS5OH,-0.88703537
ID_A84V03,1.4302711
ID_HYMJDV,36.297638
ID_OOYG3R,19.99649
ID_F3Z79Q,13.147067
ID_GSXI9Y,22.733852
ID_KOB3ZM,27.029545
ID_595WX1,24.555763
ID_G0BRSN,9.45108
ID_UVO2RK,30.111324
ID_N9FNVM,-2.7305584
ID_QSQ5WZ,1.5692463
ID_R39CZU,17.989313
ID_V8KCM2,22.453754
ID_XVTX2A,9.640233
ID_YKZ1CY,11.049024
ID_XPXEJY,10.456716
ID_NOG3OY,15.793919
ID_AP15VO,9.994378
ID_EY7D8F,8.109904
ID_9HS5AU,5.996723
ID_PEW8W3,14.189106
ID_ZVEQ52,-6.1859684
ID_KQS49S,-15.973246
ID_MHNY2K,-7.0945225
ID_9VO42X,-5.3703327
ID_NEMQ9C,9.097147
ID_JYU33Q,1.5494785
ID_ZQ5YMD,1.64184
ID_CRUIJR,-2.1082706
ID_09XVC7,7.524847
ID_EOBGHX,13.784845
ID_4P3T7W,2.118227
ID_VX1DKA,5.0721474
ID_8CBYPZ,12.316509
ID_7KRWKR,12.59721
ID_G37VMC,11.343525
ID_MU61DY,6.6629744
ID_F6KQ0N,-11.213545
ID_SDV9VL,2.6596928
ID_Q3O4F6,13.878648
ID_DY7S9B,0.15872383
ID_IXZH4Q,8.506056
ID_98X1AN,-2.7979336
ID_GLZK6Q,-1.4309177
ID_EK9VAF,0.8670368
ID_HH2U01,0.84713936
ID_6ER104,5.60742
ID_YOB82P,14.827623
ID_FU2VH8,12.497236
ID_P957HJ,0.20258904
ID_5UNUMJ,16.1664
ID_43N7JT,4.4843693
ID_D76161,5.760477
ID_JCOOW3,14.326276
ID_5KL77Z,11.933328
ID_GYBBF9,10.451384
ID_SK8NOT,10.295591
ID_RRAGBQ,2.2549305
ID_QPMZ56,5.527483
ID_S715FU,8.302164
ID_7MSB9R,9.397291
ID_TDMC24,12.956926
ID_NKBD5U,13.254076
ID_A9SOG1,17.442251
ID_LZOM3M,12.120462
ID_NIR9K8,10.89163
ID_9AKX8U,9.8079815
ID_NOVOT5,7.464533
ID_VUTW7B,10.717424
ID_K6VHN3,5.962267
ID_A4ITAV,11.313143
ID_4A0E35,9.947779
ID_FPOX1F,12.504427
ID_QSE8RI,-2.1828861
ID_XS25IH,2.8365555
ID_X1R30Z,-9.402008
ID_D5FJT1,-2.4235668
ID_ED458I,3.1328163
ID_W7VAF8,-2.4458523
ID_VVAZE1,21.306654
ID_F9DHE5,5.800234
ID_D9ZDCY,8.048197
ID_P1NI77,9.542288
ID_VRXTQW,15.911177
ID_NBGLLM,9.740595
ID_OHBXR8,-11.855867
ID_HXFBN6,-11.25102
ID_YQ95O5,8.794179
ID_X70C0F,-0.6633663
ID_98AN9R,-4.02495
ID_IM3MZQ,-0.0050640106
ID_S4SYU9,11.796839
ID_7RKFPD,11.688417
ID_SQ7AAV,19.695894
ID_VGFB1N,-8.781527
ID_RWA32Y,9.299551
ID_HOZ24C,22.562979
ID_9GT2NW,6.985155
ID_DAYJJO,18.041777
ID_A51CUA,3.0198326
ID_XWU1OL,4.49687
ID_Z7MPRA,12.02714
ID_TE7LYF,10.54056
ID_NUFSHD,12.433497
ID_MBOYZ1,9.604736
ID_IEJ0JB,0.31204796
ID_LBSMQH,16.556488
ID_W18Z1F,18.065598
ID_I98D34,18.590252
ID_7YWB1C,14.842165
ID_71JU80,16.456076
ID_S14PWM,10.927399
ID_W9KMHZ,15.36968
ID_ETPTQF,17.26468
ID_O5VEW9,18.184858
ID_W8LIVI,5.2423134
ID_42TK9Y,8.962257
ID_5UCBSM,10.741001
ID_LPW6PH,13.540325
ID_HDNCTI,15.323853
ID_3W8QZG,9.119877
ID_37AW5U,0.5284443
ID_13O1MU,11.179132
ID_JH4GVV,8.615034
