ID_ZINDI,GT_NO2
ID_U6RLZ3,26.428755
ID_K2N88C,26.423887
ID_H9XSVK,26.413246
ID_MY2FXC,26.428728
ID_UECN3X,26.40883
ID_4CR27X,26.428307
ID_QQP07W,26.423265
ID_46B2J5,26.425354
ID_7OPBNS,26.427958
ID_5MHP0P,26.431425
ID_TOQFWE,26.398943
ID_MKA83X,26.422792
ID_VMWXAV,26.422659
ID_DY8UCA,26.425013
ID_TRBO4H,26.430393
ID_MJ6PWA,26.424154
ID_CPDUIN,26.434444
ID_MZYN25,26.412645
ID_QV0W7C,26.41503
ID_IH4JKD,26.409489
ID_IW3P4H,26.425852
ID_LFUHDH,26.418234
ID_M1KQR1,26.42801
ID_JAP6E1,26.403345
ID_IGK4KZ,26.417154
ID_RBTPQ7,26.408257
ID_G56LOX,26.423672
ID_Q402M3,26.428951
ID_ETZXQY,26.43036
ID_FTASVM,26.353231
ID_UWT83U,26.426094
ID_SW6R6G,26.4298
ID_NCLKPC,26.464418
ID_XYGIM6,26.352142
ID_TFKMLD,26.468727
ID_4JKVJA,24.144508
ID_HDN68J,24.004364
ID_16M0UF,26.354128
ID_4RA57J,26.468767
ID_FHYYYU,26.43012
ID_MIJVTX,26.368868
ID_I4VJW3,26.412937
ID_626RCM,26.414919
ID_KXQ2G9,26.430372
ID_2VOXM5,26.373737
ID_YK8I3Q,26.409348
ID_PK9M3P,26.43471
ID_PZEBRO,26.414776
ID_B4K87E,26.434566
ID_8UH2HZ,26.4366
ID_VIR0G9,26.432161
ID_9GX3MO,26.387604
ID_PZTBU6,26.384867
ID_PII2GM,26.439302
ID_9QTH9P,26.448498
ID_52D2MQ,26.442726
ID_E2Z4KX,26.441795
ID_M4OO1H,26.36152
ID_37UGSM,26.4363
ID_A06WV0,26.436085
ID_6DIRM8,26.434355
ID_WIDYRD,26.435156
ID_S5U3BT,26.433401
ID_8NFDSB,26.401833
ID_UFMCCE,26.439125
ID_U3CMYF,26.42782
ID_3EED8P,26.441366
ID_KV0XYZ,26.431936
ID_9AGX2V,26.426582
ID_HBEC1N,26.431826
ID_Y4133N,26.42323
ID_C4GJ41,26.4117
ID_813R0M,26.422438
ID_6YZYAA,26.427317
ID_VF1Z75,26.424215
ID_EJPF7V,26.467365
ID_DGL0O2,26.499979
ID_TRV5LL,26.352262
ID_84YP3T,26.426094
ID_HQH0UX,26.4298
ID_ZJ342F,26.471205
ID_OBMILN,26.412786
ID_HX4LLT,26.413532
ID_8GN13B,26.438637
ID_5HIGDK,26.41284
ID_PDNSF6,26.44592
ID_M30885,26.423159
ID_IY3TU8,26.439564
ID_JI14KM,26.438162
ID_BVWCPG,26.447315
ID_VR79CZ,26.44228
ID_BN5OXD,26.444147
ID_84AOZA,26.444826
ID_335FRK,26.423597
ID_8F3PRY,26.44971
ID_XEUK32,26.40247
ID_56025P,26.408203
ID_WZJVWF,26.402367
ID_9L6W70,26.400654
ID_E7FTWA,26.419899
ID_ERTZH1,26.410791
ID_CLQBG8,26.431839
ID_ZQWAK9,26.439041
ID_8KIURL,26.414995
ID_F8EVAA,26.415508
ID_XEXZ1A,26.426826
ID_QWF4IH,26.383764
ID_BJSWLH,26.440731
ID_GMZXKH,26.396555
ID_XBFUNA,26.397318
ID_QYSVDS,26.385523
ID_VBG7AY,26.418676
ID_NHG86V,26.42098
ID_BXL7N1,26.416967
ID_PEYN8S,26.416618
ID_6I72F4,26.414042
ID_TLRHC3,26.407717
ID_ZQDCNF,26.415558
ID_22I6OZ,26.416273
ID_JIRMNR,25.133648
ID_B5YS6R,26.42673
ID_Q9JBB9,26.43467
ID_WA1899,26.438147
ID_4TGY6C,26.411978
ID_FW20LA,26.40115
ID_J0YT53,26.384104
ID_NTX5PM,26.398405
ID_JD40IC,26.407074
ID_UAAHI4,26.398575
ID_XFW5TC,26.407017
ID_CPBAH5,26.383999
ID_VQCH6O,26.396254
ID_SIXO36,26.396381
ID_9ZET4Z,26.36136
ID_BQR445,26.38282
ID_PT5LM0,26.422894
ID_J44861,26.424425
ID_R1OI1Y,26.446299
ID_G9U1EJ,26.411905
ID_LUQRJD,26.456173
ID_7N84IO,26.404654
ID_OJ2M9S,24.256193
ID_BGB7J9,23.920961
ID_WMPHSV,26.457422
ID_QUCDX0,26.352516
ID_5SABBF,26.44504
ID_CV2LE7,24.929293
ID_YTSXBK,26.472738
ID_6TZ89W,26.474249
ID_F9X224,26.479502
ID_3QXTIG,26.477901
ID_SBBCAP,26.461813
ID_DF15W1,26.45208
ID_1SZ8EA,26.428808
ID_W09R2F,26.386946
ID_SCY5WV,26.353025
ID_RJZ2JM,26.363577
ID_ASLZSR,26.36889
ID_IOZLNJ,26.368452
ID_1SKJ6M,26.404636
ID_N4HX23,26.396044
ID_JS1J91,26.374807
ID_ETF3UF,26.452412
ID_NYGSMO,26.40998
ID_ZEYLWR,26.456844
ID_RPUFYO,26.465357
ID_ZES4IU,26.419712
ID_DRDC3H,26.413635
ID_NNAI9Y,26.427816
ID_CNNLOE,26.413279
ID_7R7205,26.396584
ID_1HJROT,26.434315
ID_3JG8UI,26.430853
ID_UWM54P,26.384357
ID_AIF5Q9,26.434881
ID_Q3NUT4,26.440187
ID_BQJ81G,26.435835
ID_PY0VNE,26.437405
ID_J04LSN,26.388327
ID_C4RZCT,26.43738
ID_PWGDB1,26.438648
ID_CWIGFX,26.43452
ID_E2XSA9,26.426414
ID_YITO6M,26.51597
ID_NZO2V4,26.457554
ID_7WN7W4,26.506016
ID_JYNTZU,26.527554
ID_FJM2SQ,26.513405
ID_UC78K8,26.52007
ID_9153LG,26.435234
ID_VFB452,26.432333
ID_VOB7Q3,26.432707
ID_PFIGUU,26.432762
ID_LHT1MU,26.439997
ID_Y35MPV,26.427456
ID_0735X4,26.432272
ID_9VQICP,26.428814
ID_BYTMQ3,26.426195
ID_5F4JDS,26.433765
ID_MT3U6J,26.429886
ID_538DSF,26.43609
ID_DLL7M9,26.413246
ID_6UAJ3Y,26.42547
ID_LYOD4X,26.48979
ID_H5OB1I,26.399916
ID_61CG30,26.411598
ID_7W9ON5,26.403627
ID_YBJT3Q,26.384718
ID_QKR37H,26.383081
ID_M61PT7,26.426527
ID_LXEF76,26.419895
ID_5VPYRE,26.40639
ID_Y7AHZF,26.409834
ID_J9Q7CT,26.464516
ID_74OB4A,26.431808
ID_KUUZUU,26.427818
ID_0JWXSH,26.437843
ID_OES29H,26.43614
ID_NIL5Z9,26.430054
ID_WOFJKR,26.419899
ID_9ALMX4,26.447557
ID_049GOO,26.431166
ID_XUGZZ3,26.444132
ID_Z10HI7,26.447855
ID_XGMZY4,25.467276
ID_2ZFBPG,26.438541
ID_EAXTC6,26.429785
ID_QT2T5E,26.416086
ID_JMORTU,26.42422
ID_053FX5,26.42098
ID_V8XX8C,26.433687
ID_914DUY,26.426233
ID_U1NEGL,26.404024
ID_XMPWKP,26.42262
ID_1I9L04,26.427248
ID_0M2QHV,26.42361
ID_KITA52,26.42949
ID_KCSACO,26.353767
ID_02B9VP,25.762356
ID_1343OT,26.35319
ID_0WZYQT,26.426094
ID_DDIDHB,26.429798
ID_5JKHQ7,24.47764
ID_MHBYE0,26.41378
ID_5PYLRE,26.411314
ID_1YD0R5,26.413637
ID_RPCAXO,26.422512
ID_3GAKSD,26.410063
ID_TVJT8O,26.424467
ID_MZI6XA,26.484549
ID_I9GDTH,26.411749
ID_T4K6W5,26.44252
ID_8IYB3Y,26.429203
ID_8YQ2UD,26.38927
ID_SOYB1Y,26.468676
ID_TFVK4S,26.500368
ID_TNG9N9,26.497854
ID_7EJSOR,26.418833
ID_XFTSFR,26.397474
ID_CCY0V0,26.496342
ID_JSEQ8Q,26.433382
ID_L5H68C,26.293951
ID_GAAX83,26.352184
ID_WPM54L,26.421804
ID_JNA4T9,26.41003
ID_M232IE,26.410208
ID_WPRX1R,26.407919
ID_XERMI1,26.492292
ID_P2WV3O,26.444407
ID_6W1AH4,26.428125
ID_1YT6MU,26.409016
ID_BQK1M3,26.477575
ID_WYM79Z,26.403795
ID_E6K909,26.41641
ID_64A9OC,26.42776
ID_DE96QJ,26.436537
ID_M032TY,26.486965
ID_OGS5OH,26.485651
ID_A84V03,26.469336
ID_HYMJDV,26.435587
ID_OOYG3R,26.440699
ID_F3Z79Q,26.420166
ID_GSXI9Y,26.44684
ID_KOB3ZM,26.436314
ID_595WX1,26.429878
ID_G0BRSN,26.426289
ID_UVO2RK,26.433014
ID_N9FNVM,26.430405
ID_QSQ5WZ,26.42223
ID_R39CZU,26.420382
ID_V8KCM2,26.43717
ID_XVTX2A,26.422928
ID_YKZ1CY,26.433897
ID_XPXEJY,26.416595
ID_NOG3OY,26.432348
ID_AP15VO,26.425154
ID_EY7D8F,26.429806
ID_9HS5AU,26.447002
ID_PEW8W3,26.45122
ID_ZVEQ52,26.44403
ID_KQS49S,26.441732
ID_MHNY2K,26.449202
ID_9VO42X,26.442873
ID_NEMQ9C,26.4442
ID_JYU33Q,26.410975
ID_ZQ5YMD,26.439428
ID_CRUIJR,26.446398
ID_09XVC7,26.450071
ID_EOBGHX,26.437243
ID_4P3T7W,26.439695
ID_VX1DKA,26.440277
ID_8CBYPZ,26.39556
ID_7KRWKR,26.44639
ID_G37VMC,26.447842
ID_MU61DY,26.371923
ID_F6KQ0N,26.47424
ID_SDV9VL,26.422926
ID_Q3O4F6,26.435509
ID_DY7S9B,26.50123
ID_IXZH4Q,26.431265
ID_98X1AN,26.476713
ID_GLZK6Q,26.447111
ID_EK9VAF,26.412207
ID_HH2U01,26.442883
ID_6ER104,26.46199
ID_YOB82P,26.437464
ID_FU2VH8,26.420713
ID_P957HJ,26.425503
ID_5UNUMJ,26.43599
ID_43N7JT,26.406496
ID_D76161,26.41686
ID_JCOOW3,26.386341
ID_5KL77Z,26.396744
ID_GYBBF9,26.417656
ID_SK8NOT,26.382162
ID_RRAGBQ,26.413155
ID_QPMZ56,26.377638
ID_S715FU,26.429346
ID_7MSB9R,26.411219
ID_TDMC24,26.386469
ID_NKBD5U,26.353872
ID_A9SOG1,26.486933
ID_LZOM3M,26.487852
ID_NIR9K8,26.447178
ID_9AKX8U,26.472662
ID_NOVOT5,26.434633
ID_VUTW7B,26.40817
ID_K6VHN3,26.463291
ID_A4ITAV,26.468966
ID_4A0E35,26.451311
ID_FPOX1F,26.437195
ID_QSE8RI,21.085556
ID_XS25IH,20.624598
ID_X1R30Z,26.432169
ID_D5FJT1,25.206764
ID_ED458I,26.353996
ID_W7VAF8,26.35372
ID_VVAZE1,26.45735
ID_F9DHE5,26.501287
ID_D9ZDCY,26.488258
ID_P1NI77,26.396862
ID_VRXTQW,26.498745
ID_NBGLLM,26.500902
ID_OHBXR8,26.426767
ID_HXFBN6,26.417908
ID_YQ95O5,26.418457
ID_X70C0F,26.4191
ID_98AN9R,26.401272
ID_IM3MZQ,26.415009
ID_S4SYU9,26.421694
ID_7RKFPD,26.407633
ID_SQ7AAV,26.408316
ID_VGFB1N,26.382399
ID_RWA32Y,26.4054
ID_HOZ24C,26.412952
ID_9GT2NW,26.419579
ID_DAYJJO,26.433506
ID_A51CUA,26.39784
ID_XWU1OL,26.383772
ID_Z7MPRA,26.377348
ID_TE7LYF,26.384104
ID_NUFSHD,26.390806
ID_MBOYZ1,26.398977
ID_IEJ0JB,22.065546
ID_LBSMQH,26.368418
ID_W18Z1F,26.37053
ID_I98D34,26.360914
ID_7YWB1C,26.369604
ID_71JU80,26.36532
ID_S14PWM,26.36837
ID_W9KMHZ,26.361776
ID_ETPTQF,26.366741
ID_O5VEW9,26.352226
ID_W8LIVI,26.356707
ID_42TK9Y,26.35613
ID_5UCBSM,26.381878
ID_LPW6PH,26.354086
ID_HDNCTI,26.370966
ID_3W8QZG,26.352087
ID_37AW5U,22.974941
ID_13O1MU,26.409954
ID_JH4GVV,22.068615
ID_X4IK6R,21.969915
ID_NOU3F0,22.087992
ID_GFYBM3,21.976555
ID_GWM3YX,23.788858
ID_95B63Y,24.3976
ID_4IP5PG,21.949308
ID_S63YHP,21.810198
ID_63XGS1,21.809046
ID_ZA4Y1A,21.698427
ID_U00OFW,26.43757
ID_GAJ6D1,26.44683
ID_6CWHIN,26.498922
ID_OXHAPK,26.42893
ID_V4TMV3,26.352114
